event_link,fight_conclusion_link,fighter_1_details_link,fighter_1_name,fighter_2_details_link,fighter_2_name,fighter_1_knowdowns,fighter_2_knowdowns,fighter_1_strikes,fighter_2_strikes,fighter_1_takedows,fighter_2_takedows,fighter_1_submissions,fighter_2_submissions,weight_class,methods
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,Michael Morales,,,,,ViewMatchup,,,,Welterweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/69898645d600abdb,Rodolfo Bellato,http://ufcstats.com/fighter-details/eabf206b162b3b83,Paul Craig,,,,,ViewMatchup,,,,Light Heavyweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/94426bb170c88115,Sodiq Yusuff,http://ufcstats.com/fighter-details/480779d7f9a424d3,Mairon Santos,,,,,ViewMatchup,,,,Lightweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/71505842fb6455c3,Dustin Stoltzfus,http://ufcstats.com/fighter-details/49d2a08964c5eb11,Nursulton Ruziboev,,,,,ViewMatchup,,,,Middleweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,Julian Erosa,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,Melquizael Costa,,,,,ViewMatchup,,,,Featherweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/5eb50529a8418b77,Gabe Green,http://ufcstats.com/fighter-details/72f890c5d421e705,Matheus Camilo,,,,,ViewMatchup,,,,Lightweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/7026eca45f65377b,Jared Gordon,http://ufcstats.com/fighter-details/d945aae53e3e54e6,Thiago Moises,,,,,ViewMatchup,,,,Lightweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/70380ccdc81915b8,Yadier del Valle,http://ufcstats.com/fighter-details/36e78278a77006d4,Connor Matthews,,,,,ViewMatchup,,,,Featherweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Luana Santos,http://ufcstats.com/fighter-details/2c5f5749569eef66,Tainara Lisboa,,,,,ViewMatchup,,,,Women's Bantamweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/ac7c765882f2c68c,Elise Reed,http://ufcstats.com/fighter-details/cffb87059e645bd1,Denise Gomes,,,,,ViewMatchup,,,,Women's Strawweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/b671bdf981ad527d,HyunSung Park,http://ufcstats.com/fighter-details/798e48f9e7f6ba22,Carlos Hernandez,,,,,ViewMatchup,,,,Flyweight,"['', '']"
http://ufcstats.com/event-details/8ad022dd81224f61,,http://ufcstats.com/fighter-details/31ef8b67e13495b3,Tecia Pennington,http://ufcstats.com/fighter-details/a3a542074109b347,Luana Pinheiro,,,,,ViewMatchup,,,,Women's Strawweight,"['', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/b873c116e39c9920,http://ufcstats.com/fighter-details/6b453bc35a823c3f,Jack Della Maddalena,http://ufcstats.com/fighter-details/b1b0729d27936f2f,Belal Muhammad,0,0,178,132,0,3,0,0,Welterweight,"['U-DEC', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/9e9d1764a015f313,http://ufcstats.com/fighter-details/132deb59abae64b1,Valentina Shevchenko,http://ufcstats.com/fighter-details/34ff304266360297,Manon Fiorot,1,0,72,71,2,1,0,0,Women's Flyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/891b2faf1bff38ee,http://ufcstats.com/fighter-details/24656ef4d605c96f,Aiemann Zahabi,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,Jose Aldo,0,1,99,68,0,0,0,0,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/0f53eb509d0ffeb9,http://ufcstats.com/fighter-details/262d32ebda89efc4,Natalia Silva,http://ufcstats.com/fighter-details/e8b731feff72294b,Alexa Grasso,0,0,65,45,0,0,0,0,Women's Flyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/c7190cd03e53fb61,http://ufcstats.com/fighter-details/c2299ec916bc7c56,Benoit Saint Denis,http://ufcstats.com/fighter-details/873626e5547b5235,Kyle Prepolec,0,0,54,12,3,0,2,0,Lightweight,"['SUB', 'Arm Triangle']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/2521234a4bf7c615,http://ufcstats.com/fighter-details/dd6103dd7127db1d,Mike Malott,http://ufcstats.com/fighter-details/feedf3053472fe56,Charles Radtke,1,0,36,10,0,0,0,0,Welterweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/4db2d86ebe8c8abd,http://ufcstats.com/fighter-details/a9e260472d321361,Jasmine Jasudavicius,http://ufcstats.com/fighter-details/6a1901c62ab3870f,Jessica Andrade,0,0,11,4,1,0,1,0,Women's Flyweight,"['SUB', 'Rear Naked Choke']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/c812457a810dde39,http://ufcstats.com/fighter-details/476fe566d2df676e,Modestas Bukauskas,http://ufcstats.com/fighter-details/cd13728ae1151f46,Ion Cutelaba,0,0,44,58,0,0,0,0,Light Heavyweight,"['S-DEC', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/99aa1f28e22bb6dd,http://ufcstats.com/fighter-details/b4b496ec2197ee3e,Navajo Stirling,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,Ivan Erslan,1,0,110,36,3,0,0,0,Light Heavyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/6ecfa439ef900bcc,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Marc-Andre Barriault,http://ufcstats.com/fighter-details/12ebd7d157e91701,Bruno Silva,1,0,14,6,0,0,0,0,Middleweight,"['KO/TKO', 'Elbows']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/0e0a4282cd6c86d7,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,Daniel Santos,http://ufcstats.com/fighter-details/d008d785f6347dc2,JeongYeong Lee,0,0,90,68,6,0,0,0,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/118463dd8db16e7f,http://ufcstats.com/fight-details/c20bd12ae7f04eff,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,Bekzat Almakhan,http://ufcstats.com/fighter-details/7b433309b0fd12aa,Brad Katona,1,0,8,1,0,0,0,0,Bantamweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/9b3bade95e1dd484,http://ufcstats.com/fighter-details/65f09bacd3957381,Cory Sandhagen,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,Deiveson Figueiredo,0,0,54,6,2,2,0,0,Bantamweight,"['KO/TKO', '']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/380242601a2c5991,http://ufcstats.com/fighter-details/d549cefc7c54ab78,Reinier de Ridder,http://ufcstats.com/fighter-details/35673bf5204524ee,Bo Nickal,1,0,22,8,0,1,0,0,Middleweight,"['KO/TKO', 'Knee']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/191ee545160a4e09,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,Daniel Rodriguez,http://ufcstats.com/fighter-details/6d1bffff14897645,Santiago Ponzinibbio,1,0,66,49,0,1,0,0,Welterweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/5ce29056e0cd2df9,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Montel Jackson,http://ufcstats.com/fighter-details/850266b3dc4e506e,Daniel Marcos,0,0,30,17,2,3,1,0,Bantamweight,"['U-DEC', '']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/6ccd10adc968e1f0,http://ufcstats.com/fighter-details/1a2bf44edb8055b6,Serhiy Sidey,http://ufcstats.com/fighter-details/5c84f673b7bb7c15,Cameron Smotherman,0,0,55,58,5,0,1,0,Bantamweight,"['U-DEC', '']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/9039959b41901412,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,Mason Jones,http://ufcstats.com/fighter-details/18968f97ad34f15c,Jeremy Stephens,0,0,81,42,8,0,0,0,Lightweight,"['U-DEC', '']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/2707dc2245335cc1,http://ufcstats.com/fighter-details/3143bf892608139a,Yana Santos,http://ufcstats.com/fighter-details/b96619b3acd7d9da,Miesha Tate,0,0,66,40,0,1,0,0,Women's Bantamweight,"['U-DEC', '']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/77ed474dfc5359ea,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,Azamat Bekoev,http://ufcstats.com/fighter-details/d5bab53a1a603aac,Ryan Loder,2,0,23,13,0,0,0,0,Middleweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/6e26a6293ea6ba62,http://ufcstats.com/fighter-details/38c7f72747f4f712,Gillian Robertson,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,Marina Rodriguez,0,0,16,4,2,0,0,1,Women's Strawweight,"['KO/TKO', 'Punches']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/97b32ff27fd457a8,http://ufcstats.com/fighter-details/32feae6d9a1e5047,Quang Le,http://ufcstats.com/fighter-details/96924b0019b3aff1,Gaston Bolanos,0,0,10,5,4,0,1,0,Bantamweight,"['SUB', 'Rear Naked Choke']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/c445401709421fa4,http://ufcstats.com/fighter-details/764d39074a352e33,Thomas Petersen,http://ufcstats.com/fighter-details/1a9480fc288e55d7,Don'Tale Mayes,0,0,28,3,9,0,1,0,Heavyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/de20ffb3fc2e7629,http://ufcstats.com/fight-details/469f887278324e63,http://ufcstats.com/fighter-details/aa0c573da7119292,Juliana Miller,http://ufcstats.com/fighter-details/38c5817ade8a8014,Ivana Petrovic,0,0,22,25,3,1,0,0,Women's Flyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/633f4b5ec767769d,http://ufcstats.com/fighter-details/442c9011034ae1fd,Ian Machado Garry,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Carlos Prates,0,0,126,63,4,0,0,0,Welterweight,"['U-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/a526a72ade275f46,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,Zhang Mingyang,http://ufcstats.com/fighter-details/d4c9dcd330403612,Anthony Smith,0,0,63,10,0,0,0,0,Light Heavyweight,"['KO/TKO', 'Elbows']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/4072abf0b0c179f2,http://ufcstats.com/fighter-details/ffe9703408fb5964,David Onama,http://ufcstats.com/fighter-details/9560ff14eb3129f7,Giga Chikadze,0,0,49,43,3,0,0,0,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/9bbd45774fb4a6eb,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,Abus Magomedov,http://ufcstats.com/fighter-details/595db60957de51d3,Michel Pereira,0,0,78,73,1,0,0,0,Middleweight,"['U-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/fbf83609dc96f32e,http://ufcstats.com/fighter-details/c6aee362c7a7d482,Randy Brown,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,Nicolas Dalby,1,1,54,26,0,0,0,0,Welterweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/62fbdd4f0bcd3c2a,http://ufcstats.com/fighter-details/b07aed698fba8624,Ikram Aliskerov,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,Andre Muniz,1,0,44,16,0,0,0,0,Middleweight,"['KO/TKO', 'Punches']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/d8d22dcc1f6912e7,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,Matt Schnell,http://ufcstats.com/fighter-details/09e62c450e754913,Jimmy Flick,0,0,35,12,0,5,3,1,Flyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/97770b38df67b276,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,Evan Elder,http://ufcstats.com/fighter-details/b2a78df161bd67f9,Gauge Young,0,0,115,81,0,0,0,0,Lightweight,"['U-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/6f3cb7ce84185dd3,http://ufcstats.com/fighter-details/45f0cc9d18f35137,Chris Gutierrez,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,John Castaneda,1,0,46,41,0,1,0,0,Featherweight,"['S-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/7d51649373d42571,http://ufcstats.com/fighter-details/da22387a0407a2dc,Da'Mon Blackshear,http://ufcstats.com/fighter-details/1897b7b913736a7c,Alatengheili,0,0,125,61,0,0,0,0,Bantamweight,"['U-DEC', '']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/c2c20a04a78d9143,http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,Malcolm Wellmaker,http://ufcstats.com/fighter-details/3c8a5200436e19f3,Cameron Saaiman,1,0,6,9,0,0,0,0,Bantamweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/e7b3ca036835b7c2,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,Jaqueline Amorim,http://ufcstats.com/fighter-details/9673a497a9da119a,Polyana Viana,0,0,6,0,2,0,1,0,Women's Strawweight,"['SUB', 'Rear Naked Choke']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/23201d09a78d446d,http://ufcstats.com/fighter-details/0e46690e55a8df75,Timmy Cuamba,http://ufcstats.com/fighter-details/15ea371202eb25e1,Roberto Romero,1,0,33,35,1,0,0,0,Featherweight,"['KO/TKO', 'Flying Knee']"
http://ufcstats.com/event-details/b2e3aca4cd363477,http://ufcstats.com/fight-details/7fd6770fe2d4f258,http://ufcstats.com/fighter-details/f9ab66e67240db7b,Joselyne Edwards,http://ufcstats.com/fighter-details/af9efbfd63d39734,Chelsea Chandler,0,0,30,10,1,0,0,0,Women's Bantamweight,"['KO/TKO', 'Punches']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/e733f148060bef2a,http://ufcstats.com/fighter-details/e1248941344b3288,Alexander Volkanovski,http://ufcstats.com/fighter-details/f166e93d04a8c274,Diego Lopes,0,1,158,63,1,0,0,0,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/d05cb4c4135ce402,http://ufcstats.com/fighter-details/7826923b47f8d72a,Paddy Pimblett,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,Michael Chandler,0,0,80,11,1,4,0,0,Lightweight,"['KO/TKO', 'Elbows']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/d3be5a4e0ec273e2,http://ufcstats.com/fighter-details/cbf5e6f231b55443,Yair Rodriguez,http://ufcstats.com/fighter-details/98a58c26c5b1ed17,Patricio Freire,1,0,70,17,1,1,0,1,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/8c540eb4afe8c43e,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Jean Silva,http://ufcstats.com/fighter-details/d9c6f19f958643e9,Bryce Mitchell,1,0,27,36,0,1,3,0,Featherweight,"['SUB', 'Guillotine Choke']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/b2d731415bd367df,http://ufcstats.com/fighter-details/2e19380f34871c6a,Dominick Reyes,http://ufcstats.com/fighter-details/1091d4d957141094,Nikita Krylov,1,0,8,4,0,0,0,0,Light Heavyweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/fc43d60cbd6b0e6a,http://ufcstats.com/fighter-details/82a5152216251682,Dan Ige,http://ufcstats.com/fighter-details/4682bc59d5f55145,Sean Woodson,0,0,44,51,0,0,0,0,Featherweight,"['KO/TKO', 'Punches']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/0eccebee160137b1,http://ufcstats.com/fighter-details/7dda2cf308f24a02,Virna Jandiroba,http://ufcstats.com/fighter-details/c41d426cc7326d1b,Yan Xiaonan,0,0,11,17,3,0,3,0,Women's Strawweight,"['U-DEC', '']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/11eb27a1ac74d225,http://ufcstats.com/fighter-details/971246648e162f0d,Chase Hooper,http://ufcstats.com/fighter-details/d1941565abf50b16,Jim Miller,0,0,21,13,8,1,1,2,Lightweight,"['U-DEC', '']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/08e7a39eb7482ebf,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,Julian Erosa,http://ufcstats.com/fighter-details/92a9aa9c93192871,Darren Elkins,0,0,54,13,0,1,0,0,Featherweight,"['KO/TKO', 'Punches']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/4bbda6c1f6cf9d4e,http://ufcstats.com/fighter-details/0d65c432720accb9,Michal Oleksiejczuk,http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,1,0,34,3,0,0,0,0,Middleweight,"['KO/TKO', 'Punches']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/fd98843926965cbd,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,Sumudaerji,http://ufcstats.com/fighter-details/0be6776db31d98ec,Mitch Raposo,0,0,45,9,0,6,0,0,Flyweight,"['S-DEC', '']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/b87d6f71d901355b,http://ufcstats.com/fighter-details/9384e71bca6c409d,Marco Tulio,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,Tresean Gore,2,0,127,17,0,0,0,0,Middleweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,http://ufcstats.com/fight-details/0e71e69359db4d1e,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,Nora Cornolle,http://ufcstats.com/fighter-details/3c26c420584d912d,Hailey Cowan,0,0,8,3,0,1,1,0,Women's Bantamweight,"['SUB', 'Rear Naked Choke']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/86a1be10255eea4e,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,Lerone Murphy,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Josh Emmett,0,0,84,41,0,4,0,0,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/a160e94fdb66de17,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,Pat Sabatini,http://ufcstats.com/fighter-details/791c8437b341fba5,Joanderson Brito,0,0,24,3,4,0,1,1,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/fc3825dd1b67e39d,http://ufcstats.com/fighter-details/117a06469813e4ef,ChangHo Lee,http://ufcstats.com/fighter-details/8173f134396cb971,Cortavious Romious,0,0,44,11,2,2,1,0,Bantamweight,"['KO/TKO', 'Elbows']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/0c80eef2f4570543,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,Brad Tavares,http://ufcstats.com/fighter-details/6ac9bc2953c47345,Gerald Meerschaert,0,0,47,38,0,0,0,0,Middleweight,"['U-DEC', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/de9422207df2de64,http://ufcstats.com/fighter-details/6d68c1afe954f121,Ode Osbourne,http://ufcstats.com/fighter-details/29162be25ebef5f0,Luis Gurule,1,0,18,12,0,1,0,0,Flyweight,"['KO/TKO', 'Punch']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/d1368ca941c1fefc,http://ufcstats.com/fighter-details/fbb60f24af5d5a02,Torrez Finney,http://ufcstats.com/fighter-details/0cd0456d6029cec2,Robert Valentin,0,0,4,23,8,0,0,0,Middleweight,"['S-DEC', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/76641669c1607b7a,http://ufcstats.com/fighter-details/27b388f0aab49780,Dione Barbosa,http://ufcstats.com/fighter-details/d7e40dca3ae125be,Diana Belbita,0,0,27,20,1,0,1,0,Women's Flyweight,"['SUB', 'Arm Triangle']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/58811a4e36c53b89,http://ufcstats.com/fighter-details/f748267c4ab6c127,Rhys McKee,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,Daniel Frunza,3,0,43,43,0,0,0,0,Welterweight,"['KO/TKO', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/fd088ce1481315a5,http://ufcstats.com/fighter-details/4e30e4250cb08b61,Loma Lookboonmee,http://ufcstats.com/fighter-details/efc67b07eed39794,Istela Nunes,0,0,32,36,3,0,0,0,Women's Strawweight,"['U-DEC', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/4b1aec2395ebca14,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,Victor Henry,http://ufcstats.com/fighter-details/f7be1db194e03d7e,Pedro Falcao,1,0,73,57,2,4,0,0,Bantamweight,"['U-DEC', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/96cc199d78732d11,http://ufcstats.com/fighter-details/8eb046f83e82bf26,Martin Buday,http://ufcstats.com/fighter-details/02f484417a6fa69d,Uran Satybaldiev,0,0,58,36,0,0,0,0,Heavyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/86b30a86664cb6e4,http://ufcstats.com/fight-details/cca4d763b1c6de0a,http://ufcstats.com/fighter-details/d35298b6df168456,Talita Alencar,http://ufcstats.com/fighter-details/2c483cf443f38ece,Vanessa Demopoulos,0,0,45,10,4,0,1,0,Women's Strawweight,"['U-DEC', '']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/33e301872e2b5680,http://ufcstats.com/fighter-details/792be9a24df82ed6,Brandon Moreno,http://ufcstats.com/fighter-details/32ab52e5de93092d,Steve Erceg,0,0,89,116,1,0,0,0,Flyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/8fc8d66ad0074ab0,http://ufcstats.com/fighter-details/2e7878927067fdca,Manuel Torres,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober,1,0,23,3,0,0,0,0,Lightweight,"['KO/TKO', 'Punches']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/ab4a91a59c01d6b6,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,Edgar Chairez,http://ufcstats.com/fighter-details/077e3ace32b72be9,CJ Vergara,0,0,8,6,0,0,1,0,Flyweight,"['SUB', 'Rear Naked Choke']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/0f20c1d7c44fa5fe,http://ufcstats.com/fighter-details/fe2babf95de24fb1,Raul Rosas Jr.,http://ufcstats.com/fighter-details/37098a6e6c27fb66,Vince Morales,0,0,20,17,4,1,0,2,Bantamweight,"['U-DEC', '']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/55376d5c205fa844,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa,David Martinez,http://ufcstats.com/fighter-details/72ea1984c52019b5,Saimon Oliveira,1,0,27,7,0,0,0,0,Bantamweight,"['KO/TKO', 'Knee']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/5ba7dd466e30169f,http://ufcstats.com/fighter-details/34b96d52db1d26e6,Kevin Borjas,http://ufcstats.com/fighter-details/f2900678e98f6d6a,Ronaldo Rodriguez,1,0,83,64,0,1,0,0,Flyweight,"['U-DEC', '']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/64fe6e61a24dbf39,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,Ateba Gautier,http://ufcstats.com/fighter-details/baa9be02c3e3e038,Jose Daniel Medina,1,0,28,17,0,0,0,0,Middleweight,"['KO/TKO', 'Knee']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/41cdbcc0f3635b8f,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,Melquizael Costa,http://ufcstats.com/fighter-details/5ec591b78349ba7e,Christian Rodriguez,0,0,65,64,1,6,1,1,Featherweight,"['U-DEC', '']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/7efca050bc7be8ac,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,Loopy Godinez,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,Julia Polastri,0,0,84,87,5,0,0,0,Women's Strawweight,"['U-DEC', '']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/7e3fc760b26b6ae4,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,Rafa Garcia,http://ufcstats.com/fighter-details/c77a953488e5607d,Vinc Pichel,0,0,64,79,2,0,0,0,Lightweight,"['U-DEC', '']"
http://ufcstats.com/event-details/0f7210aa8d61af8d,http://ufcstats.com/fight-details/e2e2537a345367d4,http://ufcstats.com/fighter-details/e00a3dee329a51f7,Jamall Emmers,http://ufcstats.com/fighter-details/b909a9a9688b5284,Gabriel Miranda,2,0,33,18,0,2,0,1,Featherweight,"['KO/TKO', 'Punch']"
